main
Testing r = 10, fs = 0.010
  Trial 1: Success = 1, Time = 3.41 s, L_error = 5.35e-06, S_error = 2.75e-05
  Trial 5: Success = 1, Time = 6.15 s, L_error = 4.93e-06, S_error = 1.65e-05
  Trial 6: Success = 1, Time = 6.88 s, L_error = 4.63e-06, S_error = 1.78e-05
  Trial 7: Success = 1, Time = 6.72 s, L_error = 4.71e-06, S_error = 1.71e-05
  Trial 8: Success = 1, Time = 6.92 s, L_error = 5.15e-06, S_error = 1.90e-05
  Trial 9: Success = 1, Time = 6.62 s, L_error = 5.53e-06, S_error = 1.87e-05
  Trial 10: Success = 1, Time = 7.03 s, L_error = 4.28e-06, S_error = 1.84e-05
  Trial 11: Success = 1, Time = 7.19 s, L_error = 5.62e-06, S_error = 1.75e-05
  Trial 12: Success = 1, Time = 7.58 s, L_error = 4.72e-06, S_error = 1.92e-05
  Trial 13: Success = 1, Time = 6.90 s, L_error = 5.05e-06, S_error = 1.83e-05
  Trial 14: Success = 1, Time = 9.27 s, L_error = 4.95e-06, S_error = 1.94e-05
  Trial 15: Success = 1, Time = 6.08 s, L_error = 4.96e-06, S_error = 1.70e-05
Testing r = 50, fs = 0.060
  Trial 1: Success = 1, Time = 8.30 s, L_error = 5.17e-06, S_error = 1.65e-05
  Trial 2: Success = 1, Time = 9.16 s, L_error = 4.61e-06, S_error = 1.52e-05
  Trial 3: Success = 1, Time = 8.38 s, L_error = 5.62e-06, S_error = 1.58e-05
  Trial 4: Success = 1, Time = 9.01 s, L_error = 5.43e-06, S_error = 1.66e-05
  Trial 5: Success = 1, Time = 9.70 s, L_error = 5.28e-06, S_error = 1.56e-05
  Trial 6: Success = 1, Time = 8.22 s, L_error = 5.06e-06, S_error = 1.72e-05
  Trial 7: Success = 1, Time = 7.98 s, L_error = 5.45e-06, S_error = 1.72e-05
  Trial 8: Success = 1, Time = 8.17 s, L_error = 5.46e-06, S_error = 1.70e-05
  Trial 9: Success = 1, Time = 7.76 s, L_error = 5.39e-06, S_error = 1.52e-05
  Trial 10: Success = 1, Time = 9.15 s, L_error = 5.05e-06, S_error = 1.49e-05
  Trial 11: Success = 1, Time = 9.82 s, L_error = 5.14e-06, S_error = 1.55e-05
  Trial 12: Success = 1, Time = 8.02 s, L_error = 6.10e-06, S_error = 1.55e-05
  Trial 13: Success = 1, Time = 8.73 s, L_error = 5.31e-06, S_error = 1.70e-05
  Trial 14: Success = 1, Time = 7.95 s, L_error = 5.12e-06, S_error = 1.72e-05
  Trial 15: Success = 1, Time = 8.82 s, L_error = 5.39e-06, S_error = 1.64e-05
Testing r = 50, fs = 0.080
  Trial 1: Success = 1, Time = 11.17 s, L_error = 6.51e-06, S_error = 1.58e-05
  Trial 2: Success = 1, Time = 11.09 s, L_error = 5.78e-06, S_error = 1.53e-05
  Trial 3: Success = 1, Time = 10.40 s, L_error = 5.62e-06, S_error = 1.49e-05
  Trial 4: Success = 1, Time = 12.74 s, L_error = 5.90e-06, S_error = 1.52e-05
  Trial 5: Success = 1, Time = 10.64 s, L_error = 5.97e-06, S_error = 1.55e-05
  Trial 6: Success = 1, Time = 8.77 s, L_error = 5.47e-06, S_error = 1.55e-05
  Trial 7: Success = 1, Time = 8.99 s, L_error = 5.85e-06, S_error = 1.58e-05
  Trial 8: Success = 1, Time = 9.89 s, L_error = 5.36e-06, S_error = 1.46e-05
  Trial 9: Success = 1, Time = 10.30 s, L_error = 6.50e-06, S_error = 1.56e-05
  Trial 10: Success = 1, Time = 10.07 s, L_error = 5.86e-06, S_error = 1.57e-05
  Trial 11: Success = 1, Time = 9.92 s, L_error = 5.85e-06, S_error = 1.45e-05
  Trial 12: Success = 1, Time = 9.86 s, L_error = 5.50e-06, S_error = 1.25e-05
  Trial 13: Success = 1, Time = 9.72 s, L_error = 5.91e-06, S_error = 1.38e-05
  Trial 14: Success = 1, Time = 9.30 s, L_error = 5.82e-06, S_error = 1.50e-05
  Trial 15: Success = 1, Time = 8.80 s, L_error = 5.86e-06, S_error = 1.51e-05
Testing r = 50, fs = 0.100
  Trial 1: Success = 1, Time = 13.21 s, L_error = 6.16e-06, S_error = 1.36e-05
  Trial 2: Success = 1, Time = 11.01 s, L_error = 5.94e-06, S_error = 1.39e-05
  Trial 3: Success = 1, Time = 11.13 s, L_error = 6.07e-06, S_error = 1.39e-05
  Trial 4: Success = 1, Time = 13.37 s, L_error = 5.95e-06, S_error = 1.42e-05
  Trial 5: Success = 1, Time = 11.69 s, L_error = 6.33e-06, S_error = 1.42e-05
  Trial 6: Success = 1, Time = 12.51 s, L_error = 6.08e-06, S_error = 1.32e-05
  Trial 7: Success = 1, Time = 11.05 s, L_error = 6.41e-06, S_error = 1.27e-05
  Trial 8: Success = 1, Time = 10.62 s, L_error = 6.00e-06, S_error = 1.38e-05
  Trial 9: Success = 1, Time = 11.46 s, L_error = 6.18e-06, S_error = 1.42e-05
  Trial 10: Success = 1, Time = 10.91 s, L_error = 6.34e-06, S_error = 1.46e-05
  Trial 11: Success = 1, Time = 11.70 s, L_error = 6.27e-06, S_error = 1.52e-05
  Trial 12: Success = 1, Time = 10.95 s, L_error = 6.03e-06, S_error = 1.32e-05
  Trial 13: Success = 1, Time = 10.64 s, L_error = 6.17e-06, S_error = 1.39e-05
  Trial 14: Success = 1, Time = 10.33 s, L_error = 5.96e-06, S_error = 1.46e-05
  Trial 15: Success = 1, Time = 10.69 s, L_error = 6.06e-06, S_error = 1.52e-05
Testing r = 50, fs = 0.150
  Trial 1: Success = 1, Time = 26.01 s, L_error = 7.29e-06, S_error = 1.37e-05
